simulation_id,sample_index,input_sha256,instance_position,repetition,algorithm,algorithm_identity,implementation_revision,order_in_pair,wall_clock_seconds,algorithm_runtime_seconds,status,certificate_status,failure_message,result_sha256,iterations,scenario_evaluations,exact_oracle_calls,complete_oracle_calls,candidate_hits,full_exact_certification_calls,complete_full_exact_certification_calls,first_stage_sha256,objective,worst_loss,worst_scenario,full_exact_certificate,decisions_json,scientific_decision_sha256,row_sha256,replicate_id,seed,item_size,benchmark_instance_id,B_ref,B_used,B_over_B_ref,item_prefix_sha256,scenario_sha256,scaled_retry_count,witness_gated_retry_count,execution_sequence
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,1,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,1,8.671640899963677,7.040288000018336,certified,PASS,,106b940db7b718ed18ffd8002a0c78e6b8d66aadd24f2cf01c0dd3a3986c16b4,2,200,2,2,unavailable,unavailable,unavailable,a25b91553e9c2f9138b894a4f1548211168a305031673789d7c831a5cad8d75b,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":6548756.004687105,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":24460730.901600044,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",c4605e558377f513221ad27d49d0ae1d19ee7e891307e2e3ee06886115ce5743,48110ccf72c39b516e1a9add07cdc65a0f82548b641ce3875a08adfe6ff8cb45,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,157
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,1,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,2,7.363252800016198,7.33195020002313,certified,PASS,,da1dbdd15acfb922d79741692232732a05ea62a36f0e07d861d4310d667fdc71,4,204,unavailable,unavailable,2,2,2,73df727aa2d19686a928180eb05fbfccf2b1066eef924a2d7383af23d49512b0,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":224972.81746854546,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":231834.7819208915,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":7381070.441781304,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",52306d418c9f04adb52d3be4e53db43052e060ca3f6aa4b034832bff0198e260,20067eec643546de0739b393121561a9ec00f23a276cbc22e601f69e4a98766b,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,158
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,2,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,1,7.322437399998307,7.290993500035256,certified,PASS,,e7f5e33ffdf6ead04f53c05aa6bb15162edc058288bb8e61b071d43511f1919c,4,204,unavailable,unavailable,2,2,2,73df727aa2d19686a928180eb05fbfccf2b1066eef924a2d7383af23d49512b0,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":224972.81746854546,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":231834.7819208915,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":7381070.441781304,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",52306d418c9f04adb52d3be4e53db43052e060ca3f6aa4b034832bff0198e260,df6481bf4eccf19a2ed1d52953cfeb1c9f3a12acb078f544f9d408c20d0c98dc,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,159
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,2,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,2,8.557089800015092,6.989199800009374,certified,PASS,,f119d3a6599f7d0df026ca116a6c8431eada96a8f4ee82c55b5d351c51e73d56,2,200,2,2,unavailable,unavailable,unavailable,a25b91553e9c2f9138b894a4f1548211168a305031673789d7c831a5cad8d75b,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":6548756.004687105,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":24460730.901600044,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",c4605e558377f513221ad27d49d0ae1d19ee7e891307e2e3ee06886115ce5743,a6e9784d4f7aac05e27aaabfd1d848651908d36e433d83b129d14f82b182d7ea,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,160
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,3,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,1,8.61161560000619,7.019707399944309,certified,PASS,,1fc2d1f2d1f04fdc9ed2c8f3114e415b48bedd32d24058c60899073caaf0e9a5,2,200,2,2,unavailable,unavailable,unavailable,a25b91553e9c2f9138b894a4f1548211168a305031673789d7c831a5cad8d75b,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":6548756.004687105,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":24460730.901600044,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",c4605e558377f513221ad27d49d0ae1d19ee7e891307e2e3ee06886115ce5743,717f085a68242b4242e0a1d991d0326ddc6a3dd1505ad57a9846e323124db26f,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,161
LA-0723,723,f673f3852e308dbde1d1a7ffa45d0773f2a9a2594756108e5c3af3bb435d9d5e,27,3,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,2,7.355235299968626,7.323781799990684,certified,PASS,,f5911709490823c0685010c578dee70e0e5ac5778fc8ef203b1834a6b52745e7,4,204,unavailable,unavailable,2,2,2,73df727aa2d19686a928180eb05fbfccf2b1066eef924a2d7383af23d49512b0,4085603687.789859,4050862180.7658567,E5C-20261109-026,True,"{""Preservation_1"":{""F"":224972.81746854546,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":231834.7819208915,""Q"":0.0,""R"":""R0""},""Preservation_3"":{""F"":7381070.441781304,""Q"":0.0,""R"":""R0""},""Standard_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Standard_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_3"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",52306d418c9f04adb52d3be4e53db43052e060ca3f6aa4b034832bff0198e260,6f0bf309350f57add9e63721455469b7aed68371c34241c7728e579887264d3a,E5C-R09,20261109,9,E5C-R09-I9,80356850.49357034,80356850.49357034,1.0,398a773173992f234aa401c014e3e5a5b52adec76a19bdbb940d8e5318ab93f5,1644ff56b0239b10bb9ad572a087a40dace0edf54f0f0af7dab1624ece261184,0,0,162
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,1,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,1,3.8536048000096343,3.835301699989941,certified,PASS,,47e398040781b1f079f0f67ec6fa3ad4dfe2e8aafbe963432ec7bcf8111f748c,4,204,unavailable,unavailable,2,2,2,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,30ad2a7d5bb6eae9344328dcb9abeb5422512071d46ae5c3e0019705b8c19e42,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,163
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,1,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,2,4.386192100006156,3.6698800000012852,certified,PASS,,9d62b05a2efd3922c78a0e6e4a696a1ca675b09c513f1d31689c9dea24b9fa1c,2,200,2,2,unavailable,unavailable,unavailable,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,3ee25fb12d5e4d667c7de95c2d5ee223d53f17393c884b1a51b4ae198edabc76,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,164
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,2,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,1,4.303577499988023,3.6301468000165187,certified,PASS,,b9f84f95157b0840f2fa17fe5625d73346dfbb9af4968ca50438042ac9be042d,2,200,2,2,unavailable,unavailable,unavailable,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,165224f56038ca71990cb003ddaa3ce8f21886deb16e1c6c296c0c1b2d73b942,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,165
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,2,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,2,3.8364515000139363,3.8187872000271454,certified,PASS,,297e698bb7f20e296024932c22217a77239beb7c203f7bf13875edc5cd790463,4,204,unavailable,unavailable,2,2,2,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,4511b1bfa40992e7b982834c629caabf8add7cb1a6a6ff0a577b1aa4e263f09d,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,166
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,3,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,1,3.80615099996794,3.788627500005532,certified,PASS,,c697df95fe8b9fe6f06fbc4b6f91d0faf6e8b14fb5ee08ad076f3aa1734dfbe5,4,204,unavailable,unavailable,2,2,2,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,cbad2f61344933df880660fc66e5574d60060e8bd64ebbc119daea5a18808b75,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,167
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,28,3,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,2,4.331763099995442,3.661875600053463,certified,PASS,,63157b6c9fb18f1a012d6c33f2c4933f62c58bdd534b855cb3affaf3d106072e,2,200,2,2,unavailable,unavailable,unavailable,d3e81789d5263f32496f7a3a1d16b7ff763789fdbc01a7874864d1304ca33417,1404957994.415875,1390267424.376387,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":172831.0738348781,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""}}",d7bdddf4e6feb7300b94eebdd9f66e38edbb798e40aebf59360d04424a38c9be,ace44b4dfffe8ca515868b2002adc06b5e0fa3f4b3f95ec4da837f020041d961,E5C-R10,20261110,3,E5C-R10-I3,14690570.039488163,14690570.039488163,1.0,ca61279d5dcafddd3e910d0ba03e7b8f32e91826acaacfcad8185533ebf08cec,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,168
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,1,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,1,6.491214099980425,5.330872800026555,certified,PASS,,53b528111e55f75c705ae23ddb19c5a38da6611eb06ee9d315083dc7b2a84f41,2,200,2,2,unavailable,unavailable,unavailable,d07d28bf0a5b164c8b9fc7403d520ca51bf56176acfb8edb9a0f2bb83717d98a,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.36152616,""R"":""R0""}}",a9a11e923e1c35af105cb4834d01ff5f65874b38be31fa4f95993d3ec6aa7c1b,c8894b2e9ab69e55df96b18161ee19292cc675edd36d950083364863cdce400a,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,169
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,1,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,2,5.655880899983458,5.629430399974808,certified,PASS,,ac79e4e5d587ad22e3a6a2c56abdf1ca21a7b881e7670af680199ad73d4879e7,4,204,unavailable,unavailable,2,2,2,5cdca4ec7c4c06388fae87e58b447fb5d93b1c5c6c80a22d8387478385366ecb,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.361526184,""R"":""R0""}}",6679660d5f596c8c234b57a2e2072977bfe49ccc96c207be83d05c1c85379572,3fce2599cad02692df52601887e001ef7d1e6c6d2fff6cdfa6439e546e5e588b,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,170
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,2,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,1,5.7092804000130855,5.684497999958694,certified,PASS,,b56ac1bc5d9926f3b1e0e40f63b09d4b13da94365b72e9297d1764733a811ab9,4,204,unavailable,unavailable,2,2,2,5cdca4ec7c4c06388fae87e58b447fb5d93b1c5c6c80a22d8387478385366ecb,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.361526184,""R"":""R0""}}",6679660d5f596c8c234b57a2e2072977bfe49ccc96c207be83d05c1c85379572,3d4244f81e0cbaab93506230426ad51e84b89654b743666a12a55c1892ef05b3,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,171
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,2,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,2,6.562153499980923,5.401226699992549,certified,PASS,,fbab1dd0c17e825a06fb6678de54b53bb8e53ec1e87400a5d70094a5bf41087b,2,200,2,2,unavailable,unavailable,unavailable,d07d28bf0a5b164c8b9fc7403d520ca51bf56176acfb8edb9a0f2bb83717d98a,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.36152616,""R"":""R0""}}",a9a11e923e1c35af105cb4834d01ff5f65874b38be31fa4f95993d3ec6aa7c1b,867608c4e421ea6d27e348eb7df0ead6bd65adcfc9f8c8e199864c196358b140,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,172
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,3,A0,R3_V2_A0_STANDARD_CCG,A0_PRODUCTION,1,6.512629100005142,5.39206549996743,certified,PASS,,14933de5bd8bdb0737b5a776180ae52f8e5e2febb3164ecff67f30952c6d1cd7,2,200,2,2,unavailable,unavailable,unavailable,d07d28bf0a5b164c8b9fc7403d520ca51bf56176acfb8edb9a0f2bb83717d98a,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.36152616,""R"":""R0""}}",a9a11e923e1c35af105cb4834d01ff5f65874b38be31fa4f95993d3ec6aa7c1b,3904979a7fcf8e30ef038e0b407cb2dbf6d9a500b7d4faae4347db1c8bbae27f,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,173
LA-0772,772,5e6d76642ba7b031db28d75aad1f8bc892fc1603aac81b65f343648b8672e307,29,3,A1,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,2,5.658817399991676,5.631967100023758,certified,PASS,,d0fdde75a841940841a4ef947643cd22c371d622644d1a51a7b19c7f407e62b5,4,204,unavailable,unavailable,2,2,2,5cdca4ec7c4c06388fae87e58b447fb5d93b1c5c6c80a22d8387478385366ecb,2599287281.973797,2572425638.7061057,E5C-20261110-007,True,"{""Preservation_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""Preservation_2"":{""F"":0.0,""Q"":0.0,""R"":""R1""},""Standard_1"":{""F"":0.0,""Q"":21920956.997821707,""R"":""R0""},""Standard_2"":{""F"":0.0,""Q"":18422932.093199976,""R"":""R0""},""StorageLoss_1"":{""F"":0.0,""Q"":0.0,""R"":""R0""},""StorageLoss_2"":{""F"":0.0,""Q"":44373535.361526184,""R"":""R0""}}",6679660d5f596c8c234b57a2e2072977bfe49ccc96c207be83d05c1c85379572,9abe6c4255a9a82f8015d44c081cebf9cc67826cc03f99191e21189ba505c963,E5C-R10,20261110,6,E5C-R10-I6,26861643.267691135,26861643.267691135,1.0,0a3f9209223b30f0de74f1a20cea075561266c2b4571f1ca043a6b73bd1da943,9952ce9a284eb2f11817ab90b160f1711408f4c6f5050e9db0b979a58b2267bb,0,0,174
