evidence_id,source_dataset,source_reference,source_locator,hurdat_storm_id,candidate_hurdat_ids,match_status,affected_country,affected_country_code,evidence_date,event_name,evidence_type,chn_original_category,hurdat_original_category,conflict_flag,adopted_category,no_affected,total_affected,provenance_class,notes
CHN-MBGT-19851118-046,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:46,AL131985,AL131985,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1985-11-18,KATE,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-19901008-047,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:47,AL131990,AL131990,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1990-10-08,KLAUS,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-19960709-048,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:48,AL021996,AL021996,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1996-07-09,BERTHA,CHN_EXPLICIT_WITHIN_60_NM,H2,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-19960912-049,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:49,AL081996,AL081996,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1996-09-12,HORTENSE,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20031011-050,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:50,AL182003,AL182003,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2003-10-11,MINDY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20040901-051,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:51,AL062004,AL062004,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2004-09-01,FRANCES,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20080903-052,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:52,AL082008,AL082008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-03,HANNA,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20080907-053,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:53,AL092008,AL092008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-07,IKE,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20101106-054,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:54,AL212010,AL212010,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2010-11-06,TOMAS,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20110823-055,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:55,AL092011,AL092011,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2011-08-23,IRENE,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20140803-056,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:56,AL032014,AL032014,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2014-08-03,BERTHA,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20170907-057,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:57,AL112017,AL112017,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2017-09-07,IRMA,CHN_EXPLICIT_WITHIN_60_NM,H5,H5,NO,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBGT-20170922-058,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL,MBGT_all_isl.htm:storm_row:58,AL152017,AL152017,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2017-09-22,MARIA,CHN_EXPLICIT_WITHIN_60_NM,H3,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19520924-043,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:43,AL061952,AL061952,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1952-09-24,CHARLIE,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19540907-044,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:44,AL081954,AL081954,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1954-09-07,EDNA,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19541013-045,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:45,AL141954,AL141954,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1954-10-13,HAZEL,CHN_EXPLICIT_WITHIN_60_NM,H2,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19560813-046,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:46,AL031956,AL031956,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1956-08-13,BETSY,CHN_EXPLICIT_WITHIN_60_NM,H3,H3,NO,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19600907-047,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:47,AL051960,AL051960,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1960-09-07,DONNA,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19600919-048,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:48,AL071960,AL071960,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1960-09-19,FLORENCE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19630928-049,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:49,AL061963,AL061963,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1963-09-28,EDITH,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19631009-050,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:50,AL071963,AL071963,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1963-10-09,FLORA,CHN_EXPLICIT_WITHIN_60_NM,H2,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19810910-051,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:51,AL151981,AL151981,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1981-09-10,GERT,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19851008-052,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:52,AL111985,AL111985,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1985-10-08,ISABEL,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19851118-053,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:53,AL131985,AL131985,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1985-11-18,KATE,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-19870923-054,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:54,AL121987,AL121987,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1987-09-23,EMILY,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20031011-055,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:55,AL182003,AL182003,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2003-10-11,MINDY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20040902-056,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:56,AL062004,AL062004,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2004-09-02,FRANCES,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20040918-057,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:57,AL112004,AL112004,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2004-09-18,JEANNE,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20050919-058,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:58,AL182005,AL182005,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2005-09-19,RITA,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20080902-059,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:59,AL082008,AL082008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-02,HANNA,CHN_EXPLICIT_WITHIN_60_NM,H1,H1,NO,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20080907-060,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:60,AL092008,AL092008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-07,IKE,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20101106-061,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:61,AL212010,AL212010,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2010-11-06,TOMAS,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20110824-062,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:62,AL092011,AL092011,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2011-08-24,IRENE,CHN_EXPLICIT_WITHIN_60_NM,H3,H3,NO,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20140803-063,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:63,AL032014,AL032014,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2014-08-03,BERTHA,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20140824-064,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:64,AL042014,AL042014,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2014-08-24,CRISTOBAL,CHN_EXPLICIT_WITHIN_60_NM,TS,H1,YES,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBPV-20170908-065,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:65,AL112017,AL112017,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2017-09-08,IRMA,CHN_EXPLICIT_WITHIN_60_NM,H5,H5,NO,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19540907-039,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:39,AL081954,AL081954,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1954-09-07,EDNA,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19560813-040,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:40,AL031956,AL031956,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1956-08-13,BETSY,CHN_EXPLICIT_WITHIN_60_NM,H3,H3,NO,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19600907-041,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:41,AL051960,AL051960,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1960-09-07,DONNA,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19600919-042,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:42,AL071960,AL071960,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1960-09-19,FLORENCE,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19630928-043,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:43,AL061963,AL061963,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1963-09-28,EDITH,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19810909-044,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:44,AL151981,AL151981,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1981-09-09,GERT,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19851008-045,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:45,AL111985,AL111985,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1985-10-08,ISABEL,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19851118-046,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:46,AL131985,AL131985,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1985-11-18,KATE,CHN_EXPLICIT_WITHIN_60_NM,H1,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-19960912-047,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:47,AL081996,AL081996,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,1996-09-12,HORTENSE,CHN_EXPLICIT_WITHIN_60_NM,H3,H4,YES,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20031011-048,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:48,AL182003,AL182003,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2003-10-11,MINDY,CHN_EXPLICIT_WITHIN_60_NM,TS,TS_OR_LOWER,NO,TS_OR_LOWER,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20040902-049,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:49,AL062004,AL062004,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2004-09-02,FRANCES,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20040918-050,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:50,AL112004,AL112004,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2004-09-18,JEANNE,CHN_EXPLICIT_WITHIN_60_NM,TS,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20050918-051,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:51,AL182005,AL182005,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2005-09-18,RITA,CHN_EXPLICIT_WITHIN_60_NM,TS,H5,YES,H5,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20080902-052,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:52,AL082008,AL082008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-02,HANNA,CHN_EXPLICIT_WITHIN_60_NM,H1,H1,NO,H1,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20080907-053,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:53,AL092008,AL092008,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2008-09-07,IKE,CHN_EXPLICIT_WITHIN_60_NM,H4,H4,NO,H4,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20101106-054,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:54,AL212010,AL212010,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2010-11-06,TOMAS,CHN_EXPLICIT_WITHIN_60_NM,TS,H2,YES,H2,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
CHN-MBSC-20110824-055,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBSC_ALL_ISL,MBSC_all_isl.htm:storm_row:55,AL092011,AL092011,CONFIRMED_EXACT_NAME_DATE,Turks and Caicos Islands,TCA,2011-08-24,IRENE,CHN_EXPLICIT_WITHIN_60_NM,H2,H3,YES,H3,,,DIRECT,CHN factual row; HURDAT identity is reconstructed by frozen name/date rule.
