heldout_scenario,simulation_id,sample_index,input_sha256,training_scenario_count,budget,algorithm_identity,implementation_revision,status,certificate_status,iterations,full_exact_certification_calls,result_sha256,failure_type,failure_message,first_stage_sha256,policy_sha256,policy_label,training_T_COST,training_worst_scenario,training_worst_loss,first_stage_cost,Q_Water,F_Water,R_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_Crackers,F_Crackers,R_Crackers,row_sha256,full24_source_first_stage_sha256,full24_policy_sha256
h01,LA-0248,248,5307af164a6996b7fe150e6061a6fb611ca85e3861ec87d3eff546c5283a391a,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,6742880ba06c0487c43559ea95374d14a550391d52e8dce1b4159206f560102d,,,d6dc76df3dff56b47d6927e337bdb66984068df6f86d0bdea1b4c4a6ae443c06,8b688f954121def249693295bd3430ebb08f6be9f5f37867645687cbde029673,P1,1221280555.623522,h09,1202142649.7680836,19137905.85543848,14259995.052117981,0.0,NONE,686855.3732090498,0.0,NONE,0.0,0.0,NONE,8d16256d73296727e4f1256f638f1f9897019c25d73bf30a60a742c503971608,1983b21ce001238a0ecbd7326dd0a98420fd407c476f027a1bef44a1591f0726,c62849d21859bf8c6a8a5581a9853918d0565e2f76d73c64f450d470d3ca310b
h01,LA-0349,349,a13fac328519453bbee1dec8c125b0a9799e9407a66ec9ae666070e54c274bb7,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,416552b900dd4fe292fe901a95d590506ab6c8520b537d997102540418a0091c,,,b1e4e554568b232fff484a503386b53634c9250aa024471b33f9d4af2bafe90d,c526cec696c0b2254a7cdc1651cc9e6265d6e89ae78e4571153958b71d41410d,P1,1239632077.264095,h09,1220494171.4086566,19137905.85543848,21622869.407663703,0.0,NONE,356046.9853006866,0.0,NONE,0.0,0.0,NONE,262f04a40e497a3e1f4c45bfe7617b5a2da367e5579e5178bc7dd0e7a8ebca69,c2c30ce711a07a5c2b470a4a31c1a74864664be71688b7abfa27ddd049cf2634,8948a75374f6fd975d89262e878fe65efbd066724f34ae092ea3eff353ad6744
h01,LA-0460,460,37dfad7be959263ecce1cd54aabb1f0f5b60556d7a5f449d2dde0296e586db54,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,a89e11e59df484c63380f8166832142dc32909dade2be9b51e180eaec0a256aa,,,3ecd85ff4c57960c8f48bd06df19bd551388277465340a0a6df944e11b0601f9,5f1275ad1fbcda5c7ed7beeff659c90ec703440282dab6263ffbd2f4880e8e1b,P1,1223726355.2354798,h09,1204588449.3800414,19137905.85543848,14937905.886059597,0.0,NONE,656397.351070871,0.0,NONE,0.0,0.0,NONE,da81e2bc40ed877b23cb44fcb6e7ba58228ecca602bb9da03a9fa94f34108de5,228489daa290d1e95435524ae0fe637fb0518291c9d99ebad9ff5a7d0e1b36b2,8bb6f96d74daab4f54f8294c104bfefa930f5199cf92dcb0d8a25a20e8a12823
h01,LA-0561,561,73dd93caf509846cc5710ab0f5b4d5b3114929efd58489783f34388ee3b681ab,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,e4935567d0906f24f112f3f263c31aedd5ae9f85ba2abc00edef9a62400cf6bc,,,0800791127ebff090d44449c416d33ce195ae9a2b92210e461c325f868228270,40a6905d787113641792b6f56d351461a78ded81c41ff79360f33ddc61c90a65,P4,1211485977.8549132,h09,1204213899.0331867,7272078.821726525,0.0,0.0,NONE,0.0,0.0,NONE,0.0,521824479.949944,R0,4b0181e4ad69a2b617f3252c6588a8640ddad2d49e16aa1655986a3877d277b9,927a9cb85f252cfdaad6ca13255eeb4364edcc2287a5c5730e623ccccb0b7db4,32b4fc6d127953ad6df2c6fbf74b8a3e367f01d72376d9d324e38bc78cfc03b9
h01,LA-0563,563,a93264f0e144faccdd338cf2e8d48a820c54bc1f6a529a554fd7b4af6e8e27f0,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,118c5cc1f71f69f2c84e613c0024ede7385e307957d677d09919597fe7090ee1,,,219de58d49ca6dc5cd773e75d890d211d5c339b6a47872975779065cd74934e0,b67d84bb3c9dc48725433a6199aa759db374462e86e0d02be4cd18de4068dc8b,P4,1141896801.8584664,h09,1141609833.3870265,286968.47143994115,0.0,0.0,NONE,0.0,0.0,NONE,0.0,429883239.9494833,R0,880964e59cc93445bebd24aba3a80d4a9155d6b8236385046500f40b9378ad28,d0ac31351bd43aada63d8fe5d8a1e4affbd940d768164954d7e3f5d638a277f4,2d6bf122be2e26b49e505da0fce8dcd394a81c47d8db2a54b1ef40c48efe56f0
h01,LA-0925,925,4dfda4bc0ee7248e080300b564d60d5217502a1f39ef08a8cf411018fa42116e,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,f6d2bb89c87eea1dfb03354aff900d9e0638bc53e7e8757c976b7a8407e07ca3,,,15bf483dedad9a9b3587f7645cbe38a22206b111d591904dc9af01d278f746ed,e0715bea646f6f8d689863ebdcd23f8d73d060e06c4f868b45ecf9f7ca2e310c,P4,1227665391.629992,h09,1219037472.1888132,8627919.44117886,0.0,0.0,NONE,0.0,0.0,NONE,0.0,224976822.0974935,R0,c1883a5946580c0f3f88555fb179675543488d54e4d74a3959057525f678f808,5347f99f745abbd2a395d29a46d94165ed289b7fbe9f33c7d6d5d21d75d260c6,38b9a4ba709d709145e907b23b512ddbfe4e0ea5a876df6581a9a13d1f82a9dc
h01,LA-0803,803,6fab487f0e10f651a0bddc12ba6823cef3f62e8a9cc929292030385a0f8776dd,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,e66e25503deca002589f2215a2a8bfb9b00bfc1074e59726412c364d386aa4be,,,990bacbe717ef1e3fa959def6bd21d1eaa9f3c4f2bae2942d16a74a3f1c6b6c6,f913391d784ec261a4ab256db8c08b0bcd7afb194436c54533840587d7103b97,P4,1196349260.8235512,h09,1190631943.510422,5717317.313129113,0.0,0.0,NONE,0.0,0.0,NONE,0.0,534173843.99826574,R0,a6ee55c50ef1415e51a8a4b1b1410dcd9c7885afb157958a595a0668d01d537d,52be84c72c99da32ed8cc9a791ce0cc02fca980005653052cf914565558391f7,91adf603f842ace1563cd3a3dbe8f5ae6c5e579a6b0c8e29ad9526508a808338
h01,LA-0008,8,ac30e053d86741bf9a879366d9c9e2bce5e3aae131aedc9e7814d9d440230770,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,9757d92078a21d347bde81c9d37790aa01962f33677efd7de92a3c7e04ef6ec2,,,cb18bc94687e02ecdfacba811090b370c9b159aced8157692443d99785269970,a096a2c4c9528d6431a28066d605f596b82eb7b76de9aab0ab7303238adf1d3f,P1,1234247683.2378776,h09,1215109777.3824391,19137905.85543843,18778115.09301475,0.0,NONE,483859.6496734721,0.0,NONE,0.0,0.0,NONE,08616d605f65a50576c4ccacb58340b9bab9ccae6a9a92d2689e3aec92bbc63d,1bece451a05b4595e082d1c62a82f615a4300f5ed6f4706723749f7a4303ee2a,3af60c16b6ade13f8e34f9a443d1297e512b096132cdb17671a5e3173f26da4d
h01,LA-0461,461,184b287513636ebe7bd9ca5488dcb7410b9ca7e7664c6aee5bf73b97632c0a92,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,909e8294f91030a31cc0e3062c25876d67f2fd7f6831baa2b449f5eb105d8906,,,f7664778b260ed03ff231d79249854bdf81b5a20b1fb8dae3665b4bd18821291,0133bcf7906845fa1d146eb5bafce978c2134d1b9e28265bc560546585ef7c93,P4,1219154934.06695,h09,1208086746.9357977,11068187.131152311,0.0,0.0,NONE,0.0,0.0,NONE,0.0,257070351.20397595,R0,25baab907e5c869d5ebc0e9cd37c6dbd629e6e6886763ce2c7a2dbc565c67f98,4aa54ec57ad3f7cb0dfd4d39be2191786c6888b6226bf7d38b0441101cd1f02b,2cc613eee5cab0f7342e9b44a6eaee4fdb38b3e58379fefe19a8916f7f90ce81
h01,LA-0873,873,62d8f2da72996ab47088a679ce3531db4fe4083b6480d3cf8e951b952bac03ae,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,5e970b32ab32af0191dc99bfc1841f71d9e910d5f0b41b13728e8349b22adde2,,,f9f5d97867c4c3ba2d5d06505c0436508921db7d5249ae84d87174627eee72d6,cfcb753d640de40e6591c899f4276b56f1a02dce2c3721508c4893fa7bc7b394,P4,1240954803.5067716,h09,1232892096.4133437,8062707.093427868,0.0,775920.3890234829,R2,0.0,0.0,NONE,0.0,124568190.9407542,R2,733c39f6cf9ff044d3fd1dc8bfb31d6db7f7be280dbdd4b23116c9b849e521f6,0f039721d61a964f3c864b02d6567b2c27986e7964fccdd473c179bc4ee7b992,08cd71730a6ad04b854195e6537c17045d487649d18deddfac3ac3f7a1b71acd
h01,LA-0954,954,438bf8be3d7ba9f599cb016202b889d00632d54bb6ceb410e293bdec8e8727ce,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,8e90870546e8f0b8a4eefba22d10270a89bea218353f40a36c433471bfbce231,,,a8c22a0e7177796c8bdc8053e4bd15534645b51f67747a9390aa0fb115a88285,b2ec46cb0ef029084d2dc575fa4395893ad45f02b65dc1c4813d3706d70ae731,P4,1213627651.4552743,h09,1203224710.5045357,10402940.950738754,0.0,767183.7544508773,R0,0.0,1302436.04077536,R0,0.0,29638609.98570074,R0,32129397dbd4f5ac8c206eae288fcbd24033b0c4a7917abd0b4853ee3b98eece,f2d6e59ec796256dae122a6e3fea2c96a10131be7a330f3e4534e17e43fd5794,3b9c9f5bd1070cebbfa3e32a4d13b4a9c594ad45c8f2b1d71b4dde7a8824fbf8
h01,LA-0631,631,07d3cad6cf5a0d9c3c1ef47e5f6e9390bfdc4304c3135b83808496244f25881a,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,f58f8e60d3ffcc7383f1e295270e8f6b8971fe24ebeed2baecd294fe9de0787f,,,85e50fd5423acf5fb23db699d32768944c21f07718deae007e99da7e65793f87,e74e3cd36779274f8864629e991c8605544f3b23c8f14aca2146f4e4cf619c4e,P4,1225624361.9278798,h09,1223712181.2739847,1912180.6538950251,0.0,0.0,NONE,0.0,0.0,NONE,0.0,192189274.72734597,R0,e92c0404221d356068a849506add243a4e3f3be93d989b575dd2b9bfc8a5416c,c12455248c4548e98eed24aa30cb4975588a28d258fcec31f3ebdf535c44a1bd,cd2cfd3b32b30e2122a35437373139acccc2562b831e175b9a4e42593c46716d
h01,LA-0266,266,eab26d7ebf4c5345cb3622197d28a1aedea07a1f2294362c05938c5a511198f7,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,616b5fe178d0a7cd670883d41ecbdf613fc3115ac0a768f146fbc556ae9b0c51,,,1258b39a3be4078d73b0b3969d959f02e5b8da03ead9cb80220301ac9e662ecb,757364d52287e49c698483889f2d98f636b5dbd7171e0bf13c96a00b4cf6a2b5,P4,1181826527.8987134,h09,1179519137.6618001,2307390.236913167,0.0,17200295.366992086,R0,0.0,1759755.4494232514,R0,0.0,35780715.97223875,R0,f172ce783c79086323d60d60f4384538d4835de663bc77b55a78aeffa2edee9e,4b01d45a8179decc85e6235ecb7907e2067f14c853bd157bb7dc329fff48f6a3,4ac8344542d1314dc644b7807f0f64844e51649e01e6428cec5d41b69da65a0d
h01,LA-0537,537,8cc3f0d9b6151900abab4598bd88273e02d9ec429f1852718dda2b1fe78019b9,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,5,2,e768dd86f91433c5875cdfb66475402f01c3fc162a87e1391b88268527434298,,,cc96985a2687fa4bff47eed5a689ade949e8edb90359187d966398e2f18a50fb,386c1aaeb6ab8b882dba5a0dd661e7ab34cde5d525fbee9e85b560bb6ffff24f,P1,1226390248.0939023,h09,1207252342.2384639,19137905.85543848,15753603.104275709,0.0,NONE,619748.6906769631,0.0,NONE,0.0,0.0,NONE,7f635560ec8a2f10b871047ee34cd2335c4c39d8a1b0363054bd43c166d8d477,eca0177cebf96a0192e42ac74ec7bd1662e2d47ac98f90980aa1f64ff6da6c21,bda36cfe56a776701d083da7be653f29e7ab7a2dd9b9c9244adf0e2c2811e502
h01,LA-0751,751,79eef204de41371d5e89de96ebce35f83affc3181b8f7c142fb847c7e50dc8c9,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,52cee77052776a591cb873aeaf001e7101c9d0353175c19613bcad3c0f79f6c5,,,3114b1f9e75eee42f181dbfdfd843a039a721b22dcfe111690b64f392fd78fdb,d22d7f090d6389c670a429efd399d525ac5468a983fa50872da72962e5a2367e,P4,1189529292.777633,h09,1188980496.0433013,548796.7343315276,0.0,696157.0357795756,R0,0.0,1720040.8842232109,R0,0.0,26894634.76327234,R0,7fde3e21842c7626c8bc43c68209023842cc4f9a2217c6e1e1531e1582cafb4a,1020b4ce6bebe5a5b3c1ad20a996d3313c977c7f28b4bdcd8216f3028f9d726c,a7647b74a30a12a894d7aab50c244d38ad056b7d4c1698e0f3771b8e0a2a3b80
h01,LA-0580,580,a98d8839ce3abc6204fb767fc7db0c8ec24dcf5c8ad37f4de32f87180ccd655c,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,b8c4f2e9b4430485f11164a4838e2411e9cdc4c9381ad1876ac2a8529bc3aa37,,,8723875c48aebad312bdc9f1487b85e18cfbe42564a4f4745b090ebc5333dd89,058f4e0c592f4d62e8c464f4d4358b2fdcf911a55337e489ce7b9f79df5b56f8,P4,1235211324.985984,h09,1230716422.8494813,4494902.136502752,0.0,14654706.180366103,R0,0.0,0.0,NONE,0.0,52447342.055891536,R0,64b3ece8835f4b628d70d41da942b509ad92131b850a408ab9fd0597975fff46,bdb25e999d56a0a3ffa1390b473c9238313b5ad8ad8f41a404a93fe92c9d24c0,01ba9f59234a083694d8de1bd8d52d30e2eb06da68a7c206dc59b751f63b7e09
h01,LA-0675,675,491bf922be7d5f940c1e726f7e4f8777f0e67c2e6ae75e5a5691e8204bcba683,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,649bf5f7313581ac62ba4324a731512f1569539220f30979174fb95d4e1936a6,,,bab19450561677deb6b23636869f7607e1e3e6710497f04c6391a0067f497101,15d623f1c7705a153ad26c5430eb261d5063ef270a6be49c83bd8e78ac12bf7d,P4,1187020716.894539,h09,1186753424.98558,267291.90895926394,0.0,25499872.57512074,R0,0.0,0.0,NONE,0.0,406452546.82605785,R0,7cd598b9b3d664f91d47d325de650e3aa7d0c284040697a58a462a218bfafc58,42d3c222b44133b2f861f7ed0712632f88b189026df71ee4b2e90b940c646779,994ee0905c1ba68fb0a1208e70065221da9c0f1d4d6decd880aecd4f4dc2035b
h01,LA-0291,291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,23,19137905.85543848,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,2,2,4f5a052ccaa35d5389a1c1dab1c53152735b12710ae5d24c5bc8890b641f9feb,,,c49558a9b7563b83f580a23e3ddcbb085551f979eac28be20c15c6cdd483ac85,acae47a166bc63845bcf261cf95ba13c4f2857698dd11dd90049c36d089d27a7,P4,1161159235.7410445,h09,1156973953.0060554,4185282.734989088,0.0,22991388.706339866,R0,0.0,0.0,NONE,0.0,518976958.20377505,R0,e8fe308ad9acbddf78091f4394ad7a5b6c2dc3b3bfa74a3dda7078eee51edb6f,520f96a3e902903321b4a4b8154a3534ccda87f3073e9678bcc30b9bbdac6aec,adc788f2425b06ba5fa2463ba714dfe315ea87b15bfbc2767c60bbbeaadf36ee
