simulation_id,sample_index,simulation_seed,rho_Q1,rho_Q2,rho_Q3,rho_Q4,rho_Q5,rho_F1,rho_F2,rho_F3,rho_F4,rho_F5,eta_1,eta_2,phi,psi,c_R1_ratio,c_R2_ratio,input_sha256
LA-0011,11,20260903,0.8807568873187568,0.8579643535455963,0.8144649168831167,0.7971117240289002,0.7477229007374325,0.9169859523596415,0.9158638347726047,0.9077682868463219,0.8201013960590374,0.7932300488893546,0.42053191276692775,0.4967195310382331,0.2581304227998119,1.0527252173738193,0.05264211671777626,0.19662131433999433,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d
LA-0012,12,20260903,0.8990878760926654,0.7148084985524064,0.6532419778162493,0.5399921479617267,0.41979608748575253,0.9768025602059458,0.9326095141068479,0.8124819886543875,0.8104181874255927,0.7978198341309259,0.06956651412064462,0.41933328735312325,0.005279285535647769,0.6566872404545655,0.181706150661578,0.27946722095493637,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde
LA-0013,13,20260903,0.9221721577244163,0.7273468312821884,0.710081732269862,0.63406534059616,0.5481846499593904,0.9317919441439664,0.8362570715959672,0.7889804685780838,0.7548509262353233,0.750201493410827,0.4355990496917365,0.5308288639375354,0.11016541845451797,1.1314426222445926,0.11764010038621807,0.3890613798876209,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5
LA-0014,14,20260903,0.9285140272877426,0.8420579098299955,0.8417368449998739,0.76334568906894,0.6595995232447978,0.799053197511421,0.719581269458152,0.5740863622462891,0.4481280862594212,0.4059236392459283,0.4038786758886201,0.5068256566438633,0.1616581192603019,0.6119179278518034,0.29195887928262576,0.42211693633491976,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe
LA-0015,15,20260903,0.8886465413391426,0.7655488888097612,0.745409179271155,0.7453330319264326,0.7279540882519802,0.7803171284408249,0.7211051070403434,0.6992657739987547,0.6639655919368934,0.6271244306506436,0.17580958094061283,0.669172328409481,0.3558700753864847,1.4393043546630513,0.08311423434141178,0.5751348914460749,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9
LA-0016,16,20260903,0.9316623785291821,0.8530471574787957,0.8493533252361445,0.7910907485669785,0.4926761746099225,0.8302867860493653,0.7851665301801859,0.7618519911390804,0.7537270984641133,0.6594923496046773,0.1909559639025743,0.4394763398522514,0.04500051752456226,0.8130597652416481,0.04715748641077839,0.411583152627643,b2ff17041ea2f1be7864efa886f0891854b8633d52a824c042ee5a29d0f2043b
LA-0017,17,20260903,0.9521144697128305,0.935786682151651,0.8757437423019754,0.7049509087231688,0.5959140460449146,0.7620145314308653,0.7488809697719954,0.7359299481925583,0.6626333927897834,0.6560450154466986,0.20897317433100365,0.7620308952248089,0.13444985182530858,0.5870416036353057,0.21780608551367706,0.5601653373994823,9d8be22567afcabbf94ce470787e9f63ad71892883ca72fe79ea5ccd3e06ce5e
LA-0018,18,20260903,0.800682440486707,0.7488739372544292,0.7353730934391327,0.6021203773149283,0.5924713236308725,0.714181969734575,0.6314465795724629,0.54017482153369,0.5373571053375641,0.43422137794254795,0.25066470715377004,0.5261295447467971,0.017578209268932145,1.4515298471018796,0.272878959030107,0.4263148087946381,88740ccdbf47f9612cd99ce867900cdc74d3705aedf2a3bdefb1d376a8ffba59
LA-0019,19,20260903,0.8774991073500873,0.7374311618043774,0.7143767603475302,0.6358491038625405,0.5987500792418818,0.7146327193443942,0.6553123141432232,0.6486609872490002,0.5108415275448064,0.399204274951555,0.31573152443165864,0.442237159151899,0.04299904008962717,1.1363375899963994,0.16100397406993167,0.5774794123082897,9770a34977e95b015e0cefe0df348623152eb9589c95eaf2349fbd268071b51a
LA-0020,20,20260903,0.8873176285368455,0.8853104254464818,0.760973720137677,0.5854732991418821,0.5507040381032748,0.8662695799508384,0.7836243554665844,0.7729022302267072,0.7694915504782003,0.7428072620833394,0.40359278604403426,0.6538692130151393,0.030602797618893774,0.8108817631795642,0.09710070328883529,0.19487528137988008,3c0d1d5974307dcb77a0b9e21ab6afb89052e6f263f5080ada8651af93c00448
LA-0021,21,20260903,0.9245790596439182,0.9236133857178638,0.8744635468750303,0.6665387231689114,0.41194975713802917,0.7942977705052819,0.6625208391474712,0.6467680379605625,0.5604336796144629,0.4243803430827525,0.4895801788402024,0.7979024230837806,0.17192799958479546,1.3914560561114655,0.1780116821200538,0.5815412425832497,9c0c8e916a30a3fa9f17a2b27ecaaa74ee626fafee16b17aef6e1fa739cc5936
LA-0022,22,20260903,0.961532340881877,0.9330741959855873,0.8760667305584116,0.8196336242266669,0.6390045423402158,0.7291873761418918,0.6853110645718858,0.54747335767643,0.5409866947522212,0.4353431551657131,0.12072785954798405,0.4757039194616751,0.255885665321457,1.2677173249583644,0.2243085623457193,0.4008725988350209,6bb63a048030f05350d49e0f95e43d5d1d8afce87fc056fd4148eceb507c86a1
LA-0023,23,20260903,0.9730299870209055,0.8858208369694047,0.7421377295106929,0.6277279953763965,0.5885136375226887,0.7736531737693817,0.6368633104998236,0.5810623865678244,0.5710544655414249,0.5687843618995018,0.24856241273835727,0.5315710040014812,0.24874335585348978,1.0157164168418524,0.03456781855935266,0.15565642064163906,6e9f2f6ea49a02cd8d73697d95a8c6eec0807082c1aeab51b67a21fc03ab6414
LA-0024,24,20260903,0.9385479475670351,0.8477194814905739,0.8060554526488538,0.7091272039588274,0.5742685570047559,0.8555934954789299,0.8462832758812101,0.8451095030116053,0.7916490327274571,0.7344610178248986,0.2462060940233674,0.4673340225476671,0.16887017709638863,0.7353889690729309,0.12370614834348566,0.22043560790724553,6d7ec27518715e008327d137620c14c125fdf032d00924b93febb86e631fc003
LA-0025,25,20260903,0.9168229832881523,0.8661321513418545,0.8517970662255525,0.7479509163590912,0.7073341089441418,0.7673914692733518,0.7415877451963939,0.7189761425527359,0.5690460365724587,0.5452996001307644,0.22612060157898567,0.49849567638421904,0.08015808413262468,0.5315554602243621,0.07307903165744663,0.5627692753807192,b39feb6eea784bceddaca092dc4e701505742600b01cf7a26c64501d926a458d
LA-0026,26,20260903,0.8589392491041138,0.7647929277099822,0.6294624118529654,0.5352172069000559,0.4071898754305159,0.7092824506586245,0.6647856347307622,0.5316499340632808,0.48748376942836,0.40556447864485223,0.45341141245780997,0.5941242374693344,0.041812528909433655,0.9361610369246918,0.22940147301685362,0.37138446157397814,5bd990e15e3b22f43439e71e7147d7b7a93aff1ba487719ad0800d6c597820ef
LA-0027,27,20260903,0.935379366418374,0.9303934676983718,0.7873101420128592,0.7362584992720851,0.6107602128958092,0.9330191981479395,0.8238173370837139,0.7855912534793208,0.7815064273412928,0.5248592482221409,0.27595262894490513,0.5390585977050888,0.3529311482988159,0.9520001655833207,0.12059395778269363,0.17413808480839882,cfaddbaf41730539abdb391ae292a542c1e5974c9fd363235b711ece4c2723a3
LA-0028,28,20260903,0.8339379337417313,0.7339835192051797,0.7220119020935403,0.7062573017120412,0.6812448757727447,0.9643329239343351,0.8836566491416958,0.8554458563173348,0.7505725148618323,0.7249088606140941,0.3190530550417236,0.4320300966190772,0.19494835533171678,1.041361843216516,0.10541462359537804,0.4244499465099797,aab4e156e74d50b9f94f91a8b11877f4b196c90dbefd3a9eafa7abaf3557a3f5
LA-0029,29,20260903,0.8815050787044573,0.7491669898837796,0.6122272029626582,0.5971076642935094,0.4560930383307654,0.7071070806957669,0.6002132788663034,0.5392679898678243,0.4052806911849729,0.3603514616997678,0.10330434612720196,0.7724399606410964,0.4164280241805627,1.255716481579348,0.17275047148628603,0.33687866847305026,3ede3239a767640a2b33456598c460234d288524ff970adee2257294e953bd1e
LA-0030,30,20260903,0.8812255582374701,0.8316524135769626,0.7807193497383396,0.7780031627436184,0.7171369870595954,0.8719521065654255,0.8275925034083568,0.8135675019247429,0.7419056558268938,0.7010953234734767,0.12994210962023917,0.7916404606631552,0.4686287582875752,0.6509902243096869,0.15000360283054254,0.3593008116192963,3d7857406de0967b7bf34da5156d7448d34b2cba7b03a628e6a34b750f8e0bd9
LA-0031,31,20260903,0.9348918997454083,0.9244212210102395,0.857245733999721,0.7728961820879711,0.5857363440412934,0.8547882706338326,0.7887004274228122,0.729894998521534,0.7186628899207603,0.7146510271807632,0.4143427247420165,0.625958721674603,0.08144491708130108,0.9382709128173129,0.26425467399877184,0.4699751092797587,b2c9f84e097e6d8b1c2a028c778645835d20281cce23904d36809ef099ff2353
LA-0032,32,20260903,0.965656960023069,0.9308991615901284,0.869840576887289,0.7391152490495408,0.4610751115619666,0.8499702761351671,0.8408499999215547,0.8337014380213783,0.7566806910208131,0.7508930702561135,0.06301576373355794,0.8621717204523227,0.4474287719374352,0.6008998256815011,0.13222252250876387,0.4133264680216855,f4f35be64e2a6a66797bef3bd06352c0e954577920dbaa334c40d418f72f6054
LA-0033,33,20260903,0.8795475717406711,0.8576756256977907,0.7701599753779564,0.7114324700697503,0.6915446047193129,0.7039093433448737,0.6936178930957181,0.6560781924163953,0.6135409217899798,0.5804712232788434,0.3833016337366316,0.46039157764083766,0.05606408130786296,1.336665408024647,0.06272723122700048,0.188935794997896,242bd65776afa513ff3a5e721f1af0cc3162b4bb19d3be12cea27cfa5d59ec75
LA-0034,34,20260903,0.8240217411109358,0.704509205762653,0.6655005333003845,0.5938559668973218,0.4652384729250858,0.8920903299125167,0.8345796153806297,0.6263224840309988,0.4004556683258703,0.3178836958081335,0.20694400191203283,0.43481252354497246,0.4290092485099341,0.8197125851556852,0.17548057288891222,0.5003635811470604,b6a09f1b58b2fbf1794374e4eee392d33de36403806d9cac077fea29336b5fb6
LA-0035,35,20260903,0.8387100161598401,0.7199683703870011,0.6440141041061768,0.6180500335132602,0.5709667629975588,0.8769734485456374,0.8732664289719322,0.8415440041295351,0.8191664264225119,0.8140225818242339,0.3040731061126493,0.7888623459411779,0.4208607357490843,0.7770921771683978,0.27674127190301406,0.44601828429051793,61f86ea9a5d637c6ba13dfbab345847baad40c87477b380ef07cefed17bc2ee7
LA-0036,36,20260903,0.9331642089918522,0.8989858406109477,0.7742919508492628,0.7662648117101272,0.7039120458970245,0.8045233034551058,0.7822134438808612,0.6806740729608276,0.6592918254490292,0.6005333163079983,0.12279387604930776,0.46673687835543676,0.36688419562894387,0.7620304541729992,0.03555530844402495,0.24952140697599665,dc589e9611db23a52a37f76fc3061c6adf7b0550514c9a79a8599a2a229640c3
LA-0037,37,20260903,0.9369305114716757,0.9099723837490745,0.8031715190232086,0.7996771792630892,0.7350964094560835,0.8539630159893121,0.6698603531142185,0.6075088122103507,0.4294716038138606,0.379098965794822,0.21365515857015288,0.7016812850313332,0.28339649089226193,0.6578923309090423,0.15224738120716808,0.47089285058403885,076714fd9cb671dae097942b2788699ab4a59bd70d0226aa5bff62ff1898008c
LA-0038,38,20260903,0.9747211613219927,0.902307843054893,0.8612861220723327,0.7842705519615363,0.5971795263719493,0.731110633571694,0.6702812212291384,0.5068039299451849,0.4248859481164148,0.3668344431017763,0.23012679580213086,0.728485270992193,0.16417787844033432,0.6356480212247317,0.24466248605626056,0.4690268406650481,89f966ec01f9161594e9c468aea3d0124920b3e6697dcb8ee83c1208d6d6accb
LA-0039,39,20260903,0.888048626502885,0.7259777818541906,0.660958490178601,0.5714525395378101,0.44870471988827787,0.8658516179284759,0.7444394954255263,0.5590967538394577,0.4267173661939311,0.37680974141233703,0.10188965054653538,0.6261832770491935,0.29708229155712856,0.8822538715129645,0.06570498026217009,0.1837094801924614,989083481f8c8e1d92827ab6e3b3a1a7daa5639541c84d86e9938502fbe4d1ff
LA-0040,40,20260903,0.8373186850823939,0.7671081241313458,0.7188136794839374,0.530520354404278,0.4254597528278031,0.8842749030665668,0.8059685317334674,0.599179152844717,0.5687298053987416,0.5528516272219144,0.21756798179976578,0.8696129051588027,0.35045963264856944,1.143751299350488,0.10415295366534032,0.3895056071535494,d96f96c92f75caf4a165983b3537136207ba37cdf9fac7b8c2d861d19fafc5ef
LA-0041,41,20260903,0.9127403260387169,0.7415295318139778,0.703387639168807,0.5826326730721444,0.5783943830419566,0.9656981486023117,0.9388435744730135,0.8765812021565751,0.7023525960121415,0.6744221352820077,0.47418542640015543,0.7060465984283968,0.08413961879246824,1.286915884806535,0.26754542118925745,0.5966542515264472,9cfb0aa8009501c8cf4ad5bb5f9eb0103a867118c526a601262f68d58cce0c0a
LA-0042,42,20260903,0.8568832524014962,0.7011121051772586,0.6015835499893657,0.5357795745366787,0.5125330715105015,0.9652168523062983,0.939422289948217,0.8740594476162926,0.819925298659351,0.7586842941858296,0.17353691621490935,0.5488592130817862,0.23594169951758526,0.6826921862665598,0.1132000114794866,0.187285997705885,393faeb85edb61ac878ab484b8811ee87e96c23c3f5d345b8e5bbf065782fdb1
LA-0043,43,20260903,0.8489164747951002,0.8096512484636571,0.6029230852068063,0.5644135300162925,0.46857856682881716,0.8690914595754702,0.7818637480719111,0.7080507697755943,0.6487391221903043,0.5798348319016892,0.4887417373458844,0.8909877148592493,0.4503229467267687,1.3357332483814988,0.28009128083238377,0.38357422592556467,bdc5747811a264908bd755c96486e7c3da7a6a1accb92f6f33a43cd1292740ff
LA-0044,44,20260903,0.8030030904567335,0.8024474740964257,0.7506538077789918,0.7181501005131081,0.6881103894816715,0.8883318694481492,0.8127670185563136,0.7663689353357611,0.47756538995713715,0.44530087486132314,0.4923041643560827,0.7714197381512915,0.3604337783476593,1.377344654918848,0.19545739599422818,0.4895583794674764,a038cf45cee562876a7617518296aa0442df2ad4ac8f6514371e7f89246f5f5a
LA-0045,45,20260903,0.8669711289364953,0.8478480966497034,0.8036179461889923,0.69219417961175,0.6690073029224319,0.7262217853159443,0.7256866545689283,0.6425634241118451,0.5299288328062715,0.35698114852123775,0.08243628017489124,0.5085526491106962,0.05188467334078473,1.1630756199796866,0.19630560334961136,0.41922822000197546,dcfa9d2ea24f4d13a681c78f3478e0d05b21b1da8abdbf8fdf1901b220016805
LA-0046,46,20260903,0.8940762216161505,0.8901635843075122,0.838383174856465,0.715125618012743,0.7136275618521262,0.7260285514269096,0.6764032894738345,0.6593546484510987,0.40482299738571614,0.31083575601516783,0.3812963132605252,0.4856410311377981,0.2623630527022989,1.212379675201146,0.21646562039586897,0.2878688496649843,3cba3e3157cbcca2cddfbd5c637816c67179bbbef11619437f20dd61d190c530
LA-0047,47,20260903,0.8636935167770265,0.8491461593499798,0.8292390899182545,0.7737704542249461,0.7323120846533492,0.9529157664088852,0.9497889177294602,0.8880494896639783,0.8014493501413192,0.8001067776445094,0.3246404202145002,0.5029833460907082,0.1891848133702688,0.5395313772061913,0.05981887642280047,0.48757172648251146,fd2ce38681f35c0793562ad74e3fe7246a6d119841da06d92a85d136281118ab
LA-0048,48,20260903,0.9218842888608715,0.876546552989333,0.6341505683371118,0.5762095084168843,0.42760809724544985,0.7314436229493528,0.6526839175278996,0.5097768317602556,0.46411518632617144,0.37431107516940826,0.10678966460440423,0.45953980664327226,0.23024336952692737,1.297031141908219,0.2413096672428475,0.31138977222051445,094350cdea0997d0c0c41a1c2a14236c8020c9c96601c54849ba12b930a914a4
LA-0049,49,20260903,0.8872377538541304,0.8630670046785376,0.7040982758192498,0.5579777939905276,0.4804070597392291,0.7299107707467658,0.6238541759334891,0.5807429143420826,0.5057261940555449,0.504717539034125,0.1057974129108473,0.5414530017813004,0.4543890791138107,0.8430195182952271,0.06760332886249903,0.27891181712388813,2095319ddb1639bb7caea136d97f9321b89043cb6f9f0bac4ba4a22b99e05087
LA-0050,50,20260903,0.8704636549861285,0.8682211573883043,0.6348805044155557,0.6104932730637804,0.44700119910384783,0.7770492793770174,0.712685860984515,0.6858165706585868,0.609824242417023,0.47311560311763634,0.09877940304340657,0.5997157586368891,0.278114101839607,0.8943601826208476,0.20033176970735117,0.5428676687260392,c0506d4ba38d90166b8124e9708158837f721cd06ef88fe92e1fde8a5c6c0e7c
LA-0051,51,20260903,0.9584402457406569,0.922591739807862,0.8503881092816518,0.8072556828415123,0.7060087274366116,0.9259544356333841,0.867859735224067,0.7634566304639485,0.7358195513643211,0.7223267418638573,0.4060092478260752,0.8963237491264986,0.22118669039274869,1.4504086621013323,0.11170390834550735,0.5511774725709827,d77f3bce26b0e3330ae0a4a5c88c1048624bc0c3991e65d6872d2d0ba4466cd8
LA-0052,52,20260903,0.8232679653299745,0.7569649526360928,0.6251897422616449,0.6160438818278773,0.53015362363734,0.9280477638080245,0.8899088606512847,0.8835393491401853,0.832014001964309,0.7593056753374681,0.23333709412805265,0.7226102130279561,0.12349189517553459,0.9480978614219152,0.1384467433923458,0.43526535129947674,8393d2ec315cc810dc2bb9cf9dff8524763ca7deae7190abebab5fe855333c96
LA-0053,53,20260903,0.8662725997855635,0.856652180634014,0.7874654354112588,0.7566902143672312,0.7423934572458568,0.8654584334201585,0.8640851351729734,0.8231903030483185,0.8226715325823595,0.7859585601945621,0.2950755491308634,0.46190303312012787,0.35678805314733736,1.4208126957567506,0.200954263897042,0.5013563602039358,53e2d715810797ff98b1ca17b5309d98726e650bca30e977506b2277192de74d
LA-0054,54,20260903,0.9029772954230656,0.9006124366167818,0.7291228825240988,0.6033570811922817,0.5999507843555102,0.82033903449222,0.7697524115754504,0.6853986112209371,0.6849977831743853,0.5651900130502308,0.3877732451467826,0.574476658431998,0.46196186038215364,1.2516686687262621,0.032073033004638075,0.5876243454956219,21d638d203a99770e141be90350ad5da2f5b6ae17715b0da72949c5332332f9b
LA-0055,55,20260903,0.9361726980037716,0.9000232798783392,0.8455124688832997,0.731616888025977,0.6825301309768689,0.8691639423189129,0.8648082251073448,0.8108261992890162,0.6682236258605101,0.5382023656798085,0.3947719761435559,0.7986631973588868,0.2450635752938865,0.8300127349182614,0.2628706785621146,0.596228510766997,06c0ef20aea9653ad5a779277c36240676b88f03edc359c93c68f8260d243087
LA-0056,56,20260903,0.8966299796126969,0.8666079792741799,0.8017417610699478,0.7517276732414285,0.6789269348753406,0.8069372220205301,0.7261291917918803,0.7225872998893136,0.6557394055095103,0.6130029090289973,0.29891351734274596,0.5044513249631396,0.47012707750102717,0.5303391582428083,0.07860305666971792,0.559307615847534,1738ad1dd29775b4c1243f37df4a477fb45779e43f85cfc3b12da636f8161850
LA-0057,57,20260903,0.8526291273224246,0.8057380218159557,0.6674365250144194,0.5809642891007959,0.5023611069572759,0.7575543181138875,0.7539909234816732,0.7531274572665552,0.42299606383199784,0.32760743173351115,0.282547089492496,0.5419529424464657,0.24906842987180305,0.9909878644642701,0.1735600332284841,0.320424511956806,67c9f9bb758d93ffbccbac1635454c75bb5203e28d2fb661c0e378c9317ac525
LA-0058,58,20260903,0.8788922224919355,0.8648244725596775,0.8237071845758634,0.7481231973342481,0.7438410913650759,0.8227803293304107,0.8109282308709731,0.80193762460558,0.7990686027671676,0.796445641566542,0.2279338345926139,0.8913933702716811,0.12031566854825261,1.4581962703524662,0.2275428150370128,0.40312446531444024,ab541dc98200b019e81148b07d3780d58c0cc1c0de650caaaee9e46421e24ae8
LA-0059,59,20260903,0.8556565013030449,0.8373233007243736,0.6959845075109887,0.6184248111859133,0.5914355162862532,0.7194680318825586,0.6132762546483913,0.5205268135978864,0.4199516549810433,0.3500846539368772,0.053904539647864944,0.7434662128449154,0.24686284590065274,0.820050799907053,0.1476596096871791,0.20133495481234975,42d335dd7883a97e5a3f03b495e345323e1b1d46e7b2a98de20ea6667112457d
LA-0060,60,20260903,0.9774043214212044,0.9086864863907969,0.6669583624826368,0.6253038662913784,0.5776756331793935,0.7557172967705518,0.7550719251432244,0.6954110096084943,0.6528930758363534,0.6473008816770882,0.07548062644477785,0.8870749290202757,0.3488274691543114,1.0722573366373804,0.19102212936640758,0.5865654921329011,3fbff512e96462ac99227b6ccf0461dceeb78c53d1cad8a9a62586e56ff6ae78
LA-0061,61,20260903,0.8575416398162109,0.8537473885608876,0.8510955355839657,0.7739945336424097,0.4425450278600105,0.9442950834110033,0.8674242178270964,0.7141246955900251,0.5731626359037886,0.5617762370320816,0.25624123373099766,0.6293011032640629,0.27912506874673704,1.0505434141929348,0.2892450389955223,0.5856774135804024,cd7ba256524cb036f33013c1005baf2ca2bf23e5fdc7a9fa10871d5c2a2e0738
LA-0062,62,20260903,0.8249547016484027,0.7449895219554296,0.6167770602921656,0.5491960863703383,0.4849624509831765,0.9507177677275299,0.9283356584104338,0.9034929555703459,0.7473812299426719,0.7338809857637985,0.10393540980655266,0.450023240525152,0.16264028878627418,1.3974449992706441,0.2686160125725408,0.45458604034622996,0a8476101aed9a3c938c73fcf4aa585e93a174a4346c5bbb4dd77fc8e931e499
LA-0063,63,20260903,0.855367033524221,0.7499951925196199,0.7335712520848328,0.6764142913017405,0.6436760641933619,0.8821045740649226,0.8329051991080432,0.8042187860994141,0.7836995268613898,0.7795547375065117,0.08829885919693024,0.5714025501150074,0.39310800710874727,1.2421869051847092,0.1724260403902347,0.49548753810973734,c09e21ecbc8cb0da475b3b11188d3df9b258c4e2729dc9d43f3a17441930e6da
LA-0064,64,20260903,0.8194251977196227,0.8139866983668947,0.7115678960576377,0.5905732957725007,0.4901623212674925,0.8751105827764906,0.7779586061046158,0.6417323233954789,0.6313949636493261,0.5225297740966688,0.21878417770264913,0.7160207096083523,0.17362251717168106,0.8237490438664765,0.28344420595108033,0.4096721168514519,0c0505f8d265afb56b5051fb03264061417d45d1f0a35c46f861c1ae95389ba4
LA-0065,65,20260903,0.8697299178635193,0.8495174076427896,0.8486655226650244,0.8053606081254149,0.7255582739497959,0.7245058106866255,0.6914932862864693,0.6514746601774055,0.6085021478095376,0.5789922414244804,0.4129858236232818,0.6129689922760672,0.06083678698583329,1.2209703647097978,0.13465889913237986,0.3043951752970149,d256eadfc4945b86a5b851692b96cf9234577168b1f35668db33d3fc2eb72510
LA-0066,66,20260903,0.9158720625172299,0.8816433947081762,0.7915391527419798,0.7003560571002881,0.6669610397954284,0.8616118963620125,0.8139726918884095,0.7883002111440076,0.6802243998906039,0.6225594934759675,0.47849756036748253,0.6416445065701203,0.12584330053452247,0.805973422656993,0.1891476373914427,0.5613583309575191,44308e8523479a7c82a4272406e1acb57a90d106661f280302640a9eb1bd5eab
LA-0067,67,20260903,0.8978098767026417,0.8484112595386126,0.8264247706424902,0.7973380452132124,0.7370142415528316,0.788348173387417,0.7272170644182311,0.6911398614690945,0.6168016551888301,0.4279107022955441,0.1270190056192247,0.4552928918757815,0.285383716794667,0.6268584775829702,0.12979589096113947,0.24545110909457452,8545392c59e5fbad14745c8557475b4e270611e74a1ec2ca369eed91fcab4baa
LA-0068,68,20260903,0.8180213263254925,0.7326201891797338,0.7307252752398111,0.5377545066240892,0.5252949937317601,0.906744277456354,0.9012590904031166,0.8849941195355213,0.8720481695369713,0.8151728080490479,0.4512457971480525,0.6816696940552613,0.10426004762430714,1.495073832536868,0.24886952261688308,0.5842956775559685,60cb9806f6539dee04a0c52f4acd201386b18ff64aaf42e6767f8696c9abba82
LA-0069,69,20260903,0.9489315792969516,0.8869576931038368,0.7928561696129331,0.7292022536868066,0.6471730559127141,0.8576657957344634,0.7204987978979196,0.6936482112315965,0.6292902836214971,0.6041389395910465,0.06498092836973181,0.7767588955490008,0.4779254271688569,0.5270763943830696,0.09817153053693527,0.194097385029266,0f70ab6ebe1757f095619020bd3db7cac560cb722425c0dd13af6aee0c7c9359
