case_id,simulation_id,sample_index,input_sha256,algorithm_identity,implementation_revision,status,certificate_status,first_stage_sha256,Q,F,z,T_COST,worst_scenario,result_sha256,row_sha256,full_exact_certification_calls,complete_full_exact_certification_calls,witness_gated_retry_count,full_certification_witness_retry_count,candidate_witness_retry_count,scaled_retry_optimal_count,mapped_back_validation_pass_count,evidence_sha256
E2A_VACCINE_H0,LA-0289,289,fa2f1df2a5a81adf302bb6baff73cd4c0130b16333573323ae44149beefce25b,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,6e3e9feaba9b1ee098af4307b7da8afc9b1b76341de43a1599a51bd5c9239859,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 122505459.94622238, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 14902067.833755491, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1217113987.203449,h09,f75d1978fbc9c60c11880a4f5fdd74806146b8b074babacef615295f8caf2e35,202b86571b35d3c351a708acd8d4faf8366f34b4cb4e68758299a683447f0beb,2,2,1,1,0,1,1,16aa56593fbdddcd014ec1d694ab6e31f45e948e63818ea9ee615cc0040b9588
E2A_VACCINE_H0,LA-0291,291,9c295c9cdc825318f593bdb2682c866fda5557c46098cfc294a300c2218d33e5,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,4f44e6807397d046e459f8b568d1404fa93095def7d4307521ee4b89979620ee,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 3495150.943005016, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 22991388.706339866, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1161159235.7410443,h09,103a09317169b12d9bf33ba8171766ddb95b5a819db971b809381590c9e1f191,6b78879c333c4e382f206788cfee83a16239a6c8cf2c0d63bdef9fd14c04d3f7,2,2,1,1,0,1,1,66c8bcec009719cc8af468750dc2ba16f0e68b60807e4917b2cbc085fc804468
E2A_VACCINE_H0,LA-0298,298,5ffcb8416097009ab57f63954644fb5c0775284c4e0ff34e8b6a48fa18cf6edd,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,0e0dfcd4bca72e92517d0d3eefc8f87b5d0e2a90e1759889c11d52f2facb24db,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 157955681.26586393, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 16529292.66601727, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1211907576.4839551,h09,079fb0376983b60f73d7fd3dcfd34f4b80995d4ccc59061992091f1de9164690,095ddf85aaaff356143eb236e410c818a53eff63b4f6aada41a8a812cd64ac46,2,2,1,1,0,1,1,2f19b518cfa7e9ebf4ca8677739c34b49f453cbd7ab85f57ec621150b1c1b5fe
E2A_VACCINE_H0,LA-0308,308,600885755cbb533d7636a4202c2db8b488a60f166a9a98443bcdf11f9246f81c,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,0e99cf0c8bad18a7efda9d478e26b05730b91282d30e14b9a3ba8516fc3e0f49,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 164365307.08156833, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 33627963.25740634, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1230108314.139982,h09,10cea00201382ac0b2fd3d95dc8f03370c600eeabce80f64a673466d53ac1f50,6436d43aa06dc3aa0857501f120f0e7758b66025586560db2955b2a7fc2e4b68,2,2,1,1,0,1,1,156b43004bdfaf9857e5b765989995dfbfd8769481fd5aaca6fb41d60904cdc7
E2A_VACCINE_H0,LA-0311,311,2ad8e27d064113cd71ac096661d5484eb440cd01ba5469c5108f0c31297668ed,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,3ec70213c952fa855b579727710437f6afd365e95185c932b0c51efb426180dc,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 56772205.79344516, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 18163989.302148018, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1236978775.4104733,h09,e4e8025ecd25718afe778d12f8dd123ea9b51663e264ab17eda7f0cda554bc36,262411660ac88bacba9a3b5a9e96168b942549e7acf926c61abb5f4d2f7b0c53,2,2,2,2,0,2,2,8d02081275699e52cd8085a936d94c668b9657ab80e6c6dca62871b5fe39567c
E2A_VACCINE_H0,LA-0342,342,5975c8e611dac33b7a7dca31507f61ea3c00713614dd3bcbeabe2dc4d6bb8896,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,d5a574a3b78f36dac52ed17976374657c36cf6fb9c73ae7d8042c5c20313abd6,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 133308963.98562017, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 20684088.73943862, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1224037006.9422543,h09,33d8ec1ff0ecc4798db86d7c11e850ad937bd5d92691f13374eac7c8d8fc786d,3e82880be65a82c4d5fcf67dd5023178f85ed203eb25fc8b4e5ab9090f8f6c45,2,2,1,1,0,1,1,5937c34b379835d4a56717550df87c8755b40fa4d980aa9ecafdebcdaa6e00cc
E2A_VACCINE_H0,LA-0365,365,03571409f530a57950103a16cc3d0f31cfa9635ee41d994996c4ed270bbb4e53,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,79ccc14b5b6e349464bf6c0b4704d6f3499cc07eef4c8917f5a07aaa1697793c,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 110960636.14153771, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 20517892.12210975, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1228080038.687993,h09,82fe3892988d9e0a09be03f616638cffa19686eef9dac0b54eec78d82fef9ee1,410b9391f436123b3b4c45262bf83cbe14c2f71e852d71a3c2e2ed750cdd0ed1,2,2,2,2,0,2,2,c59d6de5e0191ba1e6eaa54cbcf69d9d573778405c8426b40f100a1d516b177d
E2A_VACCINE_H0,LA-0376,376,accf2f786359cbca37bbc8409f5bc01cfc162de1cb340188b890d1d5f662c772,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,99d658c8f235065bf77f96320306323ed5d634b4c648404b8d259f2df77a5234,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 93267560.54278326, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 27698720.435704887, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 1, ""2"": 0}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1236036527.7239497,h09,c371333951f4c6103a7761f52b38ab8afa7eec729002e6896542a58bacaa413e,f8e2b4e75285105495cb0be7c79f24106ec83167e76612023b65fd0030708ff1,2,2,3,3,0,3,3,696fb242ebe4f52e5cff0f46fb2ed598cf3cc9d4cbfd19dcb767455c19d4ac6b
E2A_VACCINE_H0,LA-0409,409,d913442f3337a0a02afd4970b676443ebc901b83c7b357c423a98df6473ae779,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,cbcbcaa06e00d394a6d743df7d5b0ecd2d49c6a85158ae024271a0f6d6f9e486,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 150715385.91074413, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 33114171.322131846, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1231419739.389715,h09,4113f0451eac3328b51d21e467c10697e7e8f9851cd2e91ea24ca007ab575f6a,a2f18a53d46af0f14fc9604889c5961a269a5f7bde54635f8394840509dcdf34,2,2,1,1,0,1,1,04deab39af188aa56340dd7a4aceeebab531ba62b59e86be35393d7530e66e21
E2A_VACCINE_H0,LA-0412,412,9ab8fd65493da1befdf9f5030c1af0a210ea1e451d00cea6e6afb5ad755b260f,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,96ea19df7a5ca27d31a1e1e9f5b6bdd5b1404f1be4aa99f8c2c5ac3d397edd36,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 126733774.16514707, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 24426419.529480077, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1228936222.6248813,h09,0bdfc7a97baa49d68d32abea63820e6a5019de4eb51de6eb21b3254ee3894cc9,80699721ed0e3fc17b36294c17b17faf4ebb06e10bdef30628dec36b9092e39d,2,2,1,1,0,1,1,742399248855e46300769619f5f538f6fd5b8c7bed62bf65f5feb1a95ef6aa65
E2A_VACCINE_H0,LA-0436,436,1e77197beadf8e9a715f7bb85ef8f315c51adce8c616488cfab3d9650af78639,A1_FINAL_NO_MEMORY_V1,A1_FINAL_NO_MEMORY_V1_R1_WITNESS_GATED_INFEASIBLE_RETRY,certified,PASS,4730377c6d1a654ebf5bc4abf998f05cda119328313a6680c1d93d91caf184d2,"{""Crackers"": 0.0, ""Seasonal Influenza Vaccine"": 0.0, ""Water"": 0.0}","{""Crackers"": {""0"": 82874434.7542346, ""1"": 0.0, ""2"": 0.0}, ""Seasonal Influenza Vaccine"": {""0"": 0.0, ""1"": 0.0, ""2"": 0.0}, ""Water"": {""0"": 22641501.762942478, ""1"": 0.0, ""2"": 0.0}}","{""Crackers"": {""0"": 1, ""1"": 0, ""2"": 0}, ""Seasonal Influenza Vaccine"": {""0"": 0, ""1"": 0, ""2"": 1}, ""Water"": {""0"": 1, ""1"": 0, ""2"": 0}}",1234893907.6729505,h09,0b540c1e7b79395c71aa27b4c5767c4a1d31ddfdde47e52926adfc4c9154675d,e42d3dbe183061b6ae26b14fe24450890d8f8004ec885585dfa371c7a2299d16,2,2,2,2,0,2,2,1a67409086c93f609c4321b1b0951e96f192bc6237c9624119daad88c6f4f1ac
