case_id,simulation_id,sample_index,input_sha256,model_kind,algorithm_identity,status,certificate_status,failure_type,failure_message,data_sha256,scenario_sha256,h_V_tau,a_C,budget,beta,lambda_Water,lambda_Vaccine,lambda_Crackers,gamma_D,result_sha256,iterations,full_exact_certification_calls,complete_full_exact_certification_calls,first_stage_sha256,policy_label,T_COST,certified_objective,C_Q,C_F,C_R,first_stage_cost,worst_scenario,worst_category,worst_hurricane,exact_worst_case_loss,worst_exercise_cost,worst_shortage_penalty,worst_total_shortage,worst_total_F_exercise,budget_usage,Q_Water,F_Water,R_Water,Q_active_Water,F_active_Water,worst_exercise_Water,worst_shortage_Water,Q_Vaccine,F_Vaccine,R_Vaccine,Q_active_Vaccine,F_active_Vaccine,worst_exercise_Vaccine,worst_shortage_Vaccine,Q_Crackers,F_Crackers,R_Crackers,Q_active_Crackers,F_active_Crackers,worst_exercise_Crackers,worst_shortage_Crackers,row_sha256
E2A_VACCINE_H1,LA-0011,11,d7c35ed9597b3fc9d08acf7141e130141104dec6b562dd2d3db68bb24ebfce1d,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,62633eaf2b7170a0b84c30f3f2adf7942bfefebc63c3849d436ea14f7ebf2cb9,34e516166442f8c49a0f3a0ae0bc22cd8454582dbe88bbdb584f65196de845a4,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,c32ded4b4a60ae30fb1f4a9fe97a3e23b82c7e58a45e393834e507d4b3015944,3,2,2,04f4a09ea91b900b64fc330c7880d272883b6947a5b750e86e95278ad84f88b1,P2,1219765134.0438602,1219765134.0438602,9008791.884475686,2391759.4779660185,0.0,11400551.362441704,h09,5,Katrina,1208364582.6814184,7737354.492996775,1200627228.1884217,1793134030.439822,78423313.62456433,1.0,13908895.91550978,0.0,NONE,True,False,0.0,0.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,98865787.7174083,R0,False,True,78423313.62456433,1783576686.3754356,2e4d00b63dc00f174141cc3f33955b18b75823955f8a80701afd2db47e07eb76
E2A_VACCINE_H1,LA-0012,12,5c1441ad663de3d58521ae8885de5adade81efac16c906e57da0eb3982b22bde,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,06ac2fda3ed95fc1edb072bf8d46f797322a4eba7eb88c7cb4c15b3b8d5e7362,be02d0b36c0dcffa7ec9d16fbeec04557e8cd80c7d58ca4209455f44e882ebeb,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,5a74150b7a8165eac3b356085740aca296ec4d3b7d2aaaeb7eeef0837d167fdc,3,2,2,48b1d4946934d104e02a1a58e8c6f16e44fce59ed4c5f9ed1abbdb9106e5c045,P4,1160699291.0929866,1160699291.0929866,0.0,190920.19598620152,0.0,190920.19598620152,h09,5,Katrina,1160508370.8970003,18946985.659452274,1141561385.237548,1869968073.1754375,11989270.888948876,0.9999999999999998,0.0,13035524.507019604,R0,False,True,10400000.0,0.0,0.0,1992017.2712678763,R0,False,True,1589270.8889488766,7968073.175437413,0.0,0.0,NONE,False,False,0.0,1862000000.0,54e15f80ad19559190830b008844bcc04f0d43b981a6f6df94dfecadee7bfc37
E2A_VACCINE_H1,LA-0013,13,bc772f5c68c2a5c12ac82feed6fbd90db6b85103f3312eab4179164c9d4e88f5,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,b8b9bc6517a93138e0f26b894e9cb2a30190db1cbf19f741d6efba95105d108b,0145fb8d85835260f30f16b881d6374784fbb9ea43f7fc3811ac34251d06d8e9,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,5dad72a6b5aa6b1cbc2a341d8d9c5d3a1d66e8b5057f288401ecec8c4421195f,3,2,2,b0db3485590721f47eabfdc77ddb21f2579e89782a327d601b70a91010b519db,P4,1216222844.6648905,1216222844.6648905,0.0,2198529.2713841423,0.0,2198529.2713841423,h09,5,Katrina,1214024315.3935063,16939376.584054336,1197084938.809452,1880881497.1760824,1075846.888303867,1.0,0.0,0.0,NONE,False,False,0.0,10400000.0,0.0,1434077.2415854274,R0,False,True,1075846.888303867,8481497.176082423,0.0,0.0,NONE,False,False,0.0,1862000000.0,93d5bb61b13bdd77302a36e4818cb530fff7280616d351b76364701f836c6985
E2A_VACCINE_H1,LA-0014,14,9d4bc8f108e222b9004ae3749404dd15c5af542ba54e3695e483c3ab081694fe,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,ca6b8f4464cb99b192e6f49c4b0fc6f4207c5a6cb27719b413113fc53d93b535,af34a87928de80fba20b877826da791a6f6efb35baf275e34bd5a71a57388711,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,288d29a482a9706a1c44cf073d2a6bbcfd3f59c3c065036c5443c61f27180f92,3,2,2,b2d0914ed1c44faa0fa4403493504db2c538ae1381304195c4ec30a7c885cfd9,P4,1200327519.7788906,1200327519.7788906,0.0,7544927.028551883,0.0,7544927.028551883,h09,5,Katrina,1192782592.7503388,11592978.826886592,1181189613.9234521,1679809280.4799159,202148063.58447048,0.9999999999999998,0.0,0.0,NONE,False,False,0.0,10400000.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,497995297.7362803,R0,False,True,202148063.58447048,1659851936.4155295,56f0405face38dc47bf8de903fe32cb201d35fa31493bf3b6705ed6cd9966f3d
E2A_VACCINE_H1,LA-0015,15,092ddd62a98a4bd89bf76f067ac2de26c73a2fb505374668c940be8fe91083b9,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,c0a224e897245da5bdffba6ed2b4e101ed03adddc51e60d4e2334d1d7d4e5bd3,1e36d66259d56c17df43518a122e4b1491c64db185c459cbead9c6cc56b99c04,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,ce6bfe427f0d8bf72e332a542c709d692e86885409f164eec63c98ce39e3eda1,7,2,2,05856d0f080f00528b9ece84565ea6541cf1c29238ec7135f0b208195426b112,P1,1222312307.4695976,1222312307.4695976,19137905.85543844,0.0,0.0,19137905.85543844,h09,5,Katrina,1203174401.614159,0.0,1203174401.614159,1871074946.8527982,0.0,0.999999999999998,14286615.279506551,0.0,NONE,True,False,0.0,0.0,662675.3244101667,0.0,NONE,True,False,0.0,9074946.852798201,0.0,0.0,NONE,False,False,0.0,1862000000.0,8a4c47dd17434a2f7ec047afe0a729dcee454a0003c48221ca9726ce031d7635
E2A_VACCINE_H1,LA-0016,16,b2ff17041ea2f1be7864efa886f0891854b8633d52a824c042ee5a29d0f2043b,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,883cd9ef4832ddc05c3f9472682b987b13f1571f8d546f3380e3e38cebc9a2a7,b12a082d39e2a98fbeb68592b33a2df00d0abff13c9f1decb40dcf6decf0a9aa,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,dee8e1377909234503e882fe483619e4d7adfeae0cc4ae88ba19cacdc84daa2d,3,2,2,bd811ec87348e473c7e773ff9b44e017df2e17ee26db66a04c12dc3e7a0da29b,P4,1189246116.375355,1189246116.375355,0.0,1481770.4415039066,0.0,1481770.4415039066,h09,5,Katrina,1187764345.933851,17656135.41393457,1170108210.5199165,1880396862.074589,1560481.98979739,1.0,0.0,0.0,NONE,False,False,0.0,10400000.0,0.0,2366186.644519527,R0,False,True,1560481.98979739,7996862.0745888995,0.0,0.0,NONE,False,False,0.0,1862000000.0,7c39d401736e91dc930a2faf7036fc7d909cf899897413092aac266f6f33875b
E2A_VACCINE_H1,LA-0017,17,9d8be22567afcabbf94ce470787e9f63ad71892883ca72fe79ea5ccd3e06ce5e,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,b5008b1b392ea5965a7ec8b2b5d5736403b1ad7e212e8d4efd094e2ff11dae42,215e8a5743ccdf211c937d4ac5d60940cfb2bc1cb5cc6a016c50fd7d060a959d,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,e3cf54bb92f839f582e22bb944174b2da309a9722b7adf9cd34af5d48fe3e356,3,2,2,5a9406ac59cf3589225821fca5e5dbc2b221bc7a72251bd87cbee3e5959eea5a,P4,1179450447.9848735,1179450447.9848735,0.0,4952289.438373802,0.0,4952289.438373802,h09,5,Katrina,1174498158.5464997,14185616.417064674,1160312542.129435,1685593788.071633,196363555.99275327,1.0,0.0,15852570.715621822,R0,False,True,10400000.0,0.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,283461579.0291942,R0,False,True,185963555.99275327,1676036444.0072467,da20012a1de65374e5fad68cd53debfffbd38b506612d2bce0a28b9207a7eccc
E2A_VACCINE_H1,LA-0018,18,88740ccdbf47f9612cd99ce867900cdc74d3705aedf2a3bdefb1d376a8ffba59,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,2f0d3aa48ddb50994a7dfdde4b263e0666afcabe9e7da39a050e1d2cd5dde2a1,f224365e4fe08d1e9fca00c37554fe14d02a7639055999e2ad7548ec2ff61b99,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,1ad424c9c0e012361f3406c963d2a71aeb90799155c495f8e4e489cf690def6b,3,2,2,8953e1980fe3072cc97a678a2e3aed1f9d7a33fd39b1eb096720d9ea3f5cedc5,P4,1224801139.3738234,1224801139.3738234,0.0,519260.7922850375,0.0,519260.7922850375,h09,5,Katrina,1224281878.5815384,18618645.063153442,1205663233.518385,1806567676.7532108,75389667.31117563,1.0,0.0,23950916.57918333,R0,False,True,10400000.0,0.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,149669432.71911973,R0,False,True,64989667.31117563,1797010332.6888244,e6ec42e093e92e2f22efdb3c493e18435ecaec822bf48ebf5ab337d7f15bfde6
E2A_VACCINE_H1,LA-0019,19,9770a34977e95b015e0cefe0df348623152eb9589c95eaf2349fbd268071b51a,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,10f6b960e6b19c4c59238fcabfba2a79e5d80d6350bd789619ab1938a9ccaf3a,b777ffb99c86f113f96d82940a24a4bdabda7fc96af4f144cd1c9c016cf75582,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,6dacc378e537809a6b3607d2b8470fbbe2b973d629dd359454dd6f481f396ecf,3,2,2,bd3d04537dbd9baa20f618e226768c9f41cc38e0a07bfb149eee33059abdbf8e,P4,1214574557.7477093,1214574557.7477093,0.0,1656991.7378825236,0.0,1656991.7378825236,h09,5,Katrina,1212917566.0098267,17480914.117555954,1195436651.8922708,1880646511.4111857,1310832.6532006536,1.0,0.0,539573.0695696151,R0,False,True,215399.8760209231,10184600.123979077,0.0,2744040.697742192,R0,False,True,1095432.7771797306,8461911.287206559,0.0,0.0,NONE,False,False,0.0,1862000000.0,194a5384eca4199d44421e92879cd1662da9a2e08bd672f7b594933e559668cf
E2A_VACCINE_H1,LA-0020,20,3c0d1d5974307dcb77a0b9e21ab6afb89052e6f263f5080ada8651af93c00448,M2,A1_FINAL_NO_MEMORY_V1,oracle_failure,FAIL,oracle_failure,Full exact certification was incomplete,622bcfffe14f470b0096b67f2b628a1677981074293901ac4f60baf6ab5bbfc3,4034b5506da211179360d9d42afecff794e47f5a0931df4eec18072524de37c3,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,ec09caa3ecf3e162f052eafdf386e862cae1ecc7ca1929d91dfa6546ada612fa,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887013ece94e2c0a192b1d28a8e7c3c55b9a73fa1a1f43f922d741b76e339a5
E2A_VACCINE_H1,LA-0021,21,9c0c8e916a30a3fa9f17a2b27ecaaa74ee626fafee16b17aef6e1fa739cc5936,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,c9c0a929aba5a8e08e3baa3615dc0df3c6143b0dff1d0f129c6254f9aa9094dc,cf90ac8884db2cbc00c8e1bf27ef07477342ce2234e2ca26bd75adc27c64b1dd,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,7904e5b72d6ea8bb76d4d6293993c7fe39eb9740f2dc9e6376a61d353f818a28,3,2,2,a2de904903578794bc75371b7c68b240a37ba77fe52a5cf08eff1c42ea0f4d96,P4,1233499223.9417398,1233499223.9417398,0.0,4315572.612170886,0.0,4315572.612170886,h09,5,Katrina,1229183651.3295689,14822333.243267592,1214361318.0863013,1768295473.8293853,113661870.235001,1.0,0.0,0.0,NONE,False,False,0.0,10400000.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,267830195.45473477,R0,False,True,113661870.235001,1748338129.764999,6ef1bf063e7953d70a90b60e11368362be4ed5f62e3884ff8e071730c47297a7
E2A_VACCINE_H1,LA-0022,22,6bb63a048030f05350d49e0f95e43d5d1d8afce87fc056fd4148eceb507c86a1,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,802f6992607e2aeafe33ea659c203b0362ce1ca05f6f3c69c934244597b4ae56,12cd86c2bc25929194374d3cbab0d0c06ae240ce940c7018b1362c77f67af791,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,9b2cd3ae8059405cfa216577ccad59f9be16191e57518213c25fc1df1f2098e8,6,2,2,ae1632e4abca2bdc575ac608b627c3e953c9f87645136ae68373e5cec0185c17,P1,1228665034.3729553,1228665034.3729553,19137905.85543848,0.0,0.0,19137905.85543848,h09,5,Katrina,1209527128.5175169,0.0,1209527128.5175169,1871189073.162502,0.0,1.0,16275314.666641105,0.0,NONE,True,False,0.0,0.0,576319.6933397048,0.0,NONE,True,False,0.0,9189073.162502099,0.0,0.0,NONE,False,False,0.0,1862000000.0,e03fa24fda99bc46367b90cdc8a5734b73b5c0e421341c0157aa1ac795496e55
E2A_VACCINE_H1,LA-0023,23,6e9f2f6ea49a02cd8d73697d95a8c6eec0807082c1aeab51b67a21fc03ab6414,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,423ac9a38bcfc14054a86723cb672aa28b2d072e80b6deea9b2ccc11308cfce5,189eec2a708d48ce444e367550133d42fd57574cdfb176ba7270e14045b90485,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,1eba28ae0da7af2a6427b28681ed24aafa115324410c6a28d8aeb7ab4d2ed64f,3,2,2,391b4915242fc076ab99f0e3250873de00d6e80c965880612374d0648433c5f4,P4,1222756587.2336216,1222756587.2336216,0.0,4908145.73832661,682084.1134155421,5590229.851742152,h09,5,Katrina,1217166357.3818793,13547676.003696324,1203618681.378183,1880998875.4199874,958468.6443988131,1.0,0.0,0.0,NONE,False,False,0.0,10400000.0,0.0,1417919.3868370492,R1,False,True,958468.6443988131,8598875.419987477,0.0,0.0,NONE,False,False,0.0,1862000000.0,ea7ba8726a355f5934df140a3593673e14dbf7bf1808ad78983abc8312a828ee
E2A_VACCINE_H1,LA-0024,24,6d7ec27518715e008327d137620c14c125fdf032d00924b93febb86e631fc003,M2,A1_FINAL_NO_MEMORY_V1,certified,PASS,,,0672897393e70ff8897ea51f02f2c0904e56181d63eafa46bdbb0e19d8432dbd,01010f669bf7241e93148a474f58a85c0cdf858b55c5cebf7b082105005da0ca,1.0,0.9,19137905.85543848,4.0,1.0,1.0,1.0,1.0,9362ea8aa604b5a1976ab8ce3e220a28868f1faa622c0d552b2662128ae5516b,3,2,2,0aa261f7a073ebd6a8f71951371c7e53467f0f791503d563b0d88f170dbe00e7,P4,1196806393.808849,1196806393.808849,0.0,4558379.772399051,0.0,4558379.772399051,h09,5,Katrina,1192248014.0364501,14579526.083039427,1177668487.9534106,1731891125.4168513,150066218.64753506,1.0,0.0,14160043.55248088,R0,False,True,10400000.0,0.0,0.0,0.0,NONE,False,False,0.0,9557344.06438629,0.0,190161513.3518667,R0,False,True,139666218.64753506,1722333781.352465,7b09db198df969c0ffaf86d94e2b23434928cad55b3e664400ba5b85be67d359
