event_id,source_storm_id,storm_name,season_year,storm_start_date,storm_end_date,event_date,two_week_period,storm_lifetime_category,storm_lifetime_severity,historical_category,severity_class,country_impact_start_date,country_impact_end_date,country_impact_date,country_impact_date_status,country_impact_date_basis,country_impact_category,country_impact_category_status,country_impact_category_basis,country_impact_severity,affected_country,affected_country_code,evidence_basis,evidence_ids,no_affected,no_affected_status,total_affected,total_affected_status,event_year_population,population_unit,no_affected_pct_population,total_affected_pct_population,native_demand_basis,native_demand_value,native_demand_unit,demand_cap,source_dataset,source_reference,source_locator,provenance_class,reconstruction_status,transformation_rule,notes
AL021951,AL021951,ABLE,1951,1951-05-16,1951-05-24,1951-05-16,,H1,Mild,H1,Mild,1951-05-18,1951-05-18,1951-05-18,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,CHN,CHN-MYAB-19510518-059|CHN-MYGF-19510518-059,,MISSING,,MISSING,84586,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL|CHN_CURRENT_MYGF_ALL_ISL,MYAB_all_isl.htm:storm_row:59|MYGF_all_isl.htm:storm_row:59,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL041951,AL041951,CHARLIE,1951,1951-08-12,1951-08-23,1951-08-12,,H4,Very Strong,H4,Very Strong,1951-08-19,1951-08-19,1951-08-19,RESOLVED,CHN_EXPLICIT_DATE,H4,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Cayman Islands,CYM,CHN,CHN-MWCR-19510819-039,,MISSING,,MISSING,7133,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:39,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL041951,AL041951,CHARLIE,1951,1951-08-12,1951-08-23,1951-08-12,,H4,Very Strong,H4,Very Strong,1951-08-15,1951-08-15,1951-08-15,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Dominica,DMA,CHN,CHN-TDPD-19510815-040,,MISSING,,MISSING,50441,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TDPD_ALL_ISL,TDPD_all_isl.htm:storm_row:40,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL041951,AL041951,CHARLIE,1951,1951-08-12,1951-08-23,1951-08-12,,H4,Very Strong,H4,Very Strong,1951-08-12,1951-08-23,1951-08-18,RESOLVED,CHN_DATE_WITHIN_EMDAT_WINDOW,H3,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Strong,Jamaica,JAM,BOTH,CHN-MKJP-19510818-035|CHN-MKJS-19510818-033|EMDAT-1951-0016-JAM,20000,OBSERVED,20200,OBSERVED,1447469,persons,1.381722,1.395539,NOT_GENERATED_R6I_SCOPE,,,,CHN+EM_DAT,CHN_CURRENT_MKJP_ALL_ISL|CHN_CURRENT_MKJS_ALL_ISL|EMDAT_PUBLIC_CUSTOM_REQUEST_2026_08_28,MKJP_all_isl.htm:storm_row:35|MKJS_all_isl.htm:storm_row:33|row:275,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL051951,AL051951,DOG,1951,1951-08-27,1951-09-05,1951-08-27,,H1,Mild,H1,Mild,1951-09-02,1951-09-02,1951-09-02,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Saint Lucia,LCA,CHN,CHN-TLPC-19510902-040,,MISSING,,MISSING,93968,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TLPC_ALL_ISL,TLPC_all_isl.htm:storm_row:40,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL101951,AL101951,ITEM,1951,1951-10-12,1951-10-17,1951-10-12,,TS_OR_LOWER,Mild,TS_OR_LOWER,Mild,1951-10-14,1951-10-14,1951-10-14,RESOLVED,CHN_EXPLICIT_DATE,TS_OR_LOWER,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Cayman Islands,CYM,CHN,CHN-MWCR-19511014-040,,MISSING,,MISSING,7133,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:40,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061952,AL061952,CHARLIE,1952,1952-09-24,1952-10-01,1952-09-24,,H3,Strong,H3,Strong,1952-09-24,1952-09-24,1952-09-24,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Turks and Caicos Islands,TCA,CHN,CHN-MBPV-19520924-043,,MISSING,,MISSING,5016,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBPV_ALL_ISL,MBPV_all_isl.htm:storm_row:43,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL101952,AL101952,FOX,1952,1952-10-20,1952-10-28,1952-10-20,,H4,Very Strong,H4,Very Strong,1952-10-26,1952-10-26,1952-10-26,RESOLVED,CHN_EXPLICIT_DATE,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,CHN,CHN-MYNN-19521026-041|CHN-MYSM-19521026-046,,MISSING,,MISSING,86164,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYNN_ALL_ISL|CHN_CURRENT_MYSM_ALL_ISL,MYNN_all_isl.htm:storm_row:41|MYSM_all_isl.htm:storm_row:46,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL101952,AL101952,FOX,1952,1952-10-20,1952-10-28,1952-10-20,,H4,Very Strong,H4,Very Strong,1952-10-24,1952-10-24,1952-10-24,RESOLVED,CHN_EXPLICIT_DATE,H4,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Very Strong,Cayman Islands,CYM,CHN,CHN-MWCR-19521024-041,,MISSING,,MISSING,7258,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MWCR_ALL_ISL,MWCR_all_isl.htm:storm_row:41,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061953,AL061953,DOLLY,1953,1953-09-08,1953-09-16,1953-09-08,,H1,Mild,H1,Mild,1953-09-12,1953-09-12,1953-09-12,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bermuda,BMU,CHN,CHN-TXKF-19530912-033,,MISSING,,MISSING,38834,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TXKF_ALL_ISL,TXKF_all_isl.htm:storm_row:33,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL071953,AL071953,EDNA,1953,1953-09-15,1953-09-21,1953-09-15,,H3,Strong,H3,Strong,1953-09-18,1953-09-18,1953-09-18,RESOLVED,CHN_EXPLICIT_DATE,H3,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Strong,Bermuda,BMU,CHN,CHN-TXKF-19530918-034,,MISSING,,MISSING,38834,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TXKF_ALL_ISL,TXKF_all_isl.htm:storm_row:34,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL071953,AL071953,EDNA,1953,1953-09-15,1953-09-21,1953-09-15,,H3,Strong,H3,Strong,1953-09-15,1953-09-15,1953-09-15,RESOLVED,CHN_EXPLICIT_DATE,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,British Virgin Islands,VGB,CHN,CHN-TUAN-19530915-040|CHN-TUPJ-19530915-041|CHN-TUVG-19530915-038,,MISSING,,MISSING,7391,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_TUAN_ALL_ISL|CHN_CURRENT_TUPJ_ALL_ISL|CHN_CURRENT_TUVG_ALL_ISL,TUAN_all_isl.htm:storm_row:40|TUPJ_all_isl.htm:storm_row:41|TUVG_all_isl.htm:storm_row:38,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL061954,AL061954,CAROL,1954,1954-08-25,1954-09-01,1954-08-25,,H3,Strong,H3,Strong,1954-08-26,1954-08-26,1954-08-26,RESOLVED,CHN_EXPLICIT_DATE,H1,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Bahamas,BHS,CHN,CHN-MYAB-19540826-060,,MISSING,,MISSING,90824,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYAB_ALL_ISL,MYAB_all_isl.htm:storm_row:60,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL081954,AL081954,EDNA,1954,1954-09-05,1954-09-14,1954-09-05,,H3,Strong,H3,Strong,1954-09-08,1954-09-08,1954-09-08,RESOLVED,CHN_EXPLICIT_DATE,H3,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Strong,Bahamas,BHS,CHN,CHN-MYSM-19540908-047,,MISSING,,MISSING,90824,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYSM_ALL_ISL,MYSM_all_isl.htm:storm_row:47,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL081954,AL081954,EDNA,1954,1954-09-05,1954-09-14,1954-09-05,,H3,Strong,H3,Strong,1954-09-07,1954-09-07,1954-09-07,RESOLVED,CHN_EXPLICIT_DATE,H2,RESOLVED,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,Mild,Turks and Caicos Islands,TCA,CHN,CHN-MBGT-19540907-036|CHN-MBPV-19540907-044|CHN-MBSC-19540907-039,,MISSING,,MISSING,5028,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MBGT_ALL_ISL|CHN_CURRENT_MBPV_ALL_ISL|CHN_CURRENT_MBSC_ALL_ISL,MBGT_all_isl.htm:storm_row:36|MBPV_all_isl.htm:storm_row:44|MBSC_all_isl.htm:storm_row:39,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
AL141954,AL141954,HAZEL,1954,1954-10-05,1954-10-18,1954-10-05,,H4,Very Strong,H4,Very Strong,,,,CONFLICT,MULTIPLE_CHN_DATES,,CONFLICT,HURDAT_AT_CHN_IMPACT_DATE_PLUS_MINUS_1_DAY,,Bahamas,BHS,CHN,CHN-MYIG-19541013-029|CHN-MYSM-19541014-048,,MISSING,,MISSING,90824,persons,,,NOT_GENERATED_R6I_SCOPE,,,,CARIBBEAN_HURRICANE_NETWORK,CHN_CURRENT_MYIG_ALL_ISL|CHN_CURRENT_MYSM_ALL_ISL,MYIG_all_isl.htm:storm_row:29|MYSM_all_isl.htm:storm_row:48,RECONSTRUCTED,SOURCE_SUPPORTED,included iff at least one confirmed CHN explicit or EM-DAT explicit matched country-impact record; impact timing/category use only country-specific CHN date or EM-DAT window evidence; storm-lifetime maximum is never substituted,"event_date is a compatibility alias for storm_start_date, not country-impact timing. historical_category/severity_class are storm-lifetime aliases, not country-impact intensity. Not an assertion of the unpublished Balcik mapping."
